# T(alpha)/(2*pi) = sum_{n>=0} b(n)*(alpha/8)^n
# Model: alpha=2lambda+lambda^2(-1+cos4phi)+lambda^3(1+cos6phi)
0 1
1 4
2 12
3 80
4 1300
5 15120
6 178416
7 2595648
8 33863940
9 363277200
10 3923876528
11 50121484608
12 666744797264
13 8374889427520
14 104141663824320
15 1335400062835968
16 17149757356903140
17 216626798501577360
18 2752698577864686000
19 35638699191756091200
20 463042819054391138640
21 5977758399842684558400
22 77219914485124941067200
23 1003554381185067923078400
24 13070935657470953530803600
25 170137165196700672838590528
26 2218202622384574294136445120
27 29007391363178597007267462400
28 379821722235920653377611192640
29 4974393431702812678088063965440
30 65216454294931106440552582141696
31 856402499349170485296991456523264
32 11257986279419168395233965350640292
33 148089870099653939188237726331222160
34 1949707369158174721695106817120622000
35 25695286130847556625757527498157179712
36 338906961341392719152554435299501319632
37 4472834952743518153212821494718637486656
38 59073236767818009847443948706038286073280
39 780763610806773598979647851483425320551680
40 10325900691277095608463981375807262631356432
41 136641893454476143998850286041485007394879040
42 1809213502984875562212755227649332025173529280
43 23968702551543182012663143255904917342412678400
44 317708059217161171606329311810413130322413870400
45 4213324222434401421513969618002582088123862145280
46 55902396202923587257241282196822509003103045523200
47 742060910807197314855830564951754529037991371289600
48 9854639401245238376818797648323188194296652454006800
49 130925425488911011817120176069606543487110764526171200
50 1740138510846210890463406840731915396825827606774437056
51 23137400085711095928790477996724095239281200569165341952
52 307757485905683201911193508764486077061699908875642712896
53 4095049492414476323456397555255580968518387098773055514880
54 54508090774016304431430155909789516315448182279065810179840
55 725786693938034630819675131346264565795152350389402990007296
56 9667132514536425793199920613296668058283522497510324905671232
57 128801761431941683056730221612036072116667043945169756873584896
58 1716630969823913247355906695976355919980698015670585207576359680
59 22885415969690781361983643924336701894286642070791934719938278400
60 305184914801966545362618690070504345713991142611263919369377981696
61 4070854747021353262150819621976796766793616518953965326651729765376
62 54315365271991711806290796466947745096474580777910289871553371102208
63 724887775787105820270209959421588392482650472641935139008644988784640
64 9676678562693147443665051823195826397267295774178388276721282204322340
65 129206984154865359443668082793218346478939719994347226473541249601651856
66 1725625994285944707779948634687366236402905006898574650432570397227763120
67 23051828253591052714056909235567707046914576122571833678033924279458040640
68 308006015651589206834631951850328255008904041731296692166364430315642376400
69 4116284473098205067670850691948441088535447950797402096297794835288798414400
70 55022623617706567792498840771314215811671471400136532645780793493304840210880
71 735638452505048847776052930848530025935638304933609710477684947951065107559680
72 9837218958397797062802708612929990150477100782622585271865126103560633055165840
73 131571770536549941730592062043261793573298766049877911816981054474953561544283200
74 1760083783484678762843803057949803948092508987663839552239708276166124236924484800
75 23549520611603220299891132652704034011021438708197816939232982759166357148290129152
76 315142409848261036530597146696344467211043204992020761024223286803356212584849168192
77 4217991593479448826069225695007053556079294656261483662416860942242863265406820106496
78 56464664110788456919881597909759308196776968810839371993365460249306975079542786338560
79 755993644520279794576122696058736400758161725130829736180286729221198961752833185797120
80 10123440592532239981361263771340812106050635613780502923818892769177736978151263207554448
81 135582937498579915246521100922417761329215534600977461204745431910702445003751914070032960
82 1816131184451784571222645610502875520998581860279041615362214094922788021935918029965618880
83 24330615617236905892883064833522898502957339377329917480540817839429212409774720347303763200
84 326002679317615506065755922129574170819358096347069379307855148998941364016834319862364616000
85 4368677329828222699306099419788902685438725687482834658469622155291495208577285292654227779840
86 58551508077064218188415098601176683693520566357432685477135347596251870819972780382522498666240
87 784845471260964799896267727025818496939574203938068571129473701361395215278173665684969822417920
88 10521723058485264556290682482409206777546012629031159891494966404796921849185179927144833651841600
89 141073338349138905254526693784595056399961038826212638914851362232609216848922482043969095022137600
90 1891721319863604450053039457545854243901834877215371269990590362404916706046152722618364259905360640
91 25370108368337326277303414516205907779447226612352924728147068001365635275370939000509555437986329600
92 340282241725948338070994012407696368537318735372747926054651492389234109248992684448770987694087968000
93 4564644229478248125697992035163357175531134148353671841997544593037913788354500149720367271627751040000
94 61238450230710601041832113666000253668469886980883521901750160008324149068785207040818343998059919744000
95 821655967429082985094815258164180109334716515040328688782177131314479017801961619339945748456218033049600
96 11025629386561010081065032524484195341235435083365200044222131129878227320850527128794463238932097084822800
97 147966479439569711486333408195264366088227572673412284758813455350918670666676816791357782086979260443278400
98 1985952770855842713818962659441529733582877423835939622236721744644848826288807191317410649303344253204088000
99 26657486317741331592366995962991920874980694938308397217461608427196566294510995274972125555758237280438048000
